Order ID,Product,Cost,Quantity Ordered, Price Each ,Order Date,Purchase Address,City,State,Zip,Total Price
177112,USB-C Charging Cable,10.755,4,11.95,4/23/2019,66 Johnson St,Boston,MA,2215,47.8
177113,20in Monitor,98.991,3,109.99,4/2/2019,554 Cedar St,Austin,TX,73301,329.97
177114,Apple Airpods Headphones,135,2,150,4/14/2019,488 Ridge St,Portland,OR,97035,300
177115,iPhone,630,1,700,4/19/2019,71 6th St,San Francisco,CA,94016,700
177115,Lightning Charging Cable,13.455,1,14.95,4/19/2019,71 6th St,San Francisco,CA,94016,14.95
177116,Bose SoundSport Headphones,89.991,4,99.99,4/8/2019,615 Cedar St,Los Angeles,CA,90001,399.96
177117,ThinkPad Laptop,899.991,4,999.99,4/16/2019,564 Hill St,San Francisco,CA,94016,3999.96
177117,AAA Batteries (4-pack),2.691,4,2.99,4/16/2019,564 Hill St,San Francisco,CA,94016,11.96
177118,AA Batteries (4-pack),3.456,5,3.84,4/23/2019,618 Park St,San Francisco,CA,94016,19.2
177119,Vareebadd Phone,360,1,400,4/6/2019,617 Highland St,Seattle,WA,98101,400
177120,Macbook Pro Laptop,1530,3,1700,4/3/2019,371 Church St,New York City,NY,10001,5100
177121,Lightning Charging Cable,13.455,5,14.95,4/23/2019,377 Chestnut St,San Francisco,CA,94016,74.75
177122,Apple Airpods Headphones,135,1,150,4/30/2019,57 11th St,Seattle,WA,98101,150
177123,Flatscreen TV,270,4,300,4/9/2019,910 Cedar St,San Francisco,CA,94016,1200
177124,Lightning Charging Cable,13.455,3,14.95,4/2/2019,473 4th St,Dallas,TX,75001,44.85
177125,Lightning Charging Cable,13.455,5,14.95,4/23/2019,377 Spruce St,Austin,TX,73301,74.75
177126,Bose SoundSport Headphones,89.991,3,99.99,4/28/2019,838 Johnson St,San Francisco,CA,94016,299.97
177127,27in FHD Monitor,134.991,5,149.99,4/16/2019,469 6th St,Austin,TX,73301,749.95
177128,Flatscreen TV,270,2,300,4/3/2019,162 14th St,Los Angeles,CA,90001,600
177129,Apple Airpods Headphones,135,4,150,4/23/2019,474 Elm St,San Francisco,CA,94016,600
177130,LG Washing Machine,540,3,600,4/1/2019,777 Center St,Los Angeles,CA,90001,1800
177131,Lightning Charging Cable,13.455,5,14.95,4/30/2019,142 Wilson St,New York City,NY,10001,74.75
177132,27in FHD Monitor,134.991,2,149.99,4/6/2019,215 Walnut St,Atlanta,GA,30301,299.98
177133,27in FHD Monitor,134.991,4,149.99,4/16/2019,929 Jackson St,Los Angeles,CA,90001,599.96
177134,Lightning Charging Cable,13.455,5,14.95,4/16/2019,132 Ridge St,San Francisco,CA,94016,74.75
177135,iPhone,630,1,700,4/25/2019,528 Ridge St,Los Angeles,CA,90001,700
177136,USB-C Charging Cable,10.755,2,11.95,4/14/2019,612 Center St,Boston,MA,2215,23.9
177137,AA Batteries (4-pack),3.456,1,3.84,4/6/2019,72 11th St,Los Angeles,CA,90001,3.84
177138,AAA Batteries (4-pack),2.691,4,2.99,4/14/2019,525 4th St,New York City,NY,10001,11.96
177139,Apple Airpods Headphones,135,1,150,4/3/2019,723 Madison St,San Francisco,CA,94016,150
177140,Lightning Charging Cable,13.455,3,14.95,4/24/2019,802 North St,Seattle,WA,98101,44.85
177141,AAA Batteries (4-pack),2.691,2,2.99,4/20/2019,559 4th St,San Francisco,CA,94016,5.98
177142,Lightning Charging Cable,13.455,2,14.95,4/8/2019,555 Madison St,Boston,MA,2215,29.9
177143,Wired Headphones,10.791,4,11.99,4/12/2019,974 Madison St,Los Angeles,CA,90001,47.96
177144,27in 4K Gaming Monitor,350.991,1,389.99,4/3/2019,740 Jackson St,Portland,OR,97035,389.99
177145,LG Washing Machine,540,1,600,4/25/2019,790 Walnut St,San Francisco,CA,94016,600
177146,Lightning Charging Cable,13.455,3,14.95,4/7/2019,425 Hill St,Portland,OR,97035,44.85
177147,20in Monitor,98.991,3,109.99,4/26/2019,506 River St,San Francisco,CA,94016,329.97
177148,USB-C Charging Cable,10.755,1,11.95,4/6/2019,681 Center St,Atlanta,GA,30301,11.95
177149,34in Ultrawide Monitor,341.991,4,379.99,4/24/2019,346 12th St,Dallas,TX,75001,1519.96
177150,Wired Headphones,10.791,5,11.99,4/27/2019,727 Pine St,Los Angeles,CA,90001,59.95
177151,ThinkPad Laptop,899.991,5,999.99,4/11/2019,625 Spruce St,San Francisco,CA,94016,4999.95
177152,ThinkPad Laptop,899.991,1,999.99,4/5/2019,587 9th St,Los Angeles,CA,90001,999.99
177153,Flatscreen TV,270,4,300,4/10/2019,602 Jefferson St,Austin,TX,73301,1200
177154,AAA Batteries (4-pack),2.691,5,2.99,4/27/2019,136 6th St,San Francisco,CA,94016,14.95
177155,Lightning Charging Cable,13.455,4,14.95,4/19/2019,747 Cedar St,Seattle,WA,98101,59.8
177156,Apple Airpods Headphones,135,4,150,4/5/2019,367 Willow St,New York City,NY,10001,600
177157,AA Batteries (4-pack),3.456,4,3.84,4/14/2019,518 Madison St,San Francisco,CA,94016,15.36
177158,Lightning Charging Cable,13.455,1,14.95,4/12/2019,294 Lincoln St,Los Angeles,CA,90001,14.95
177159,AAA Batteries (4-pack),2.691,2,2.99,4/14/2019,600 Cedar St,Atlanta,GA,30301,5.98
177160,AAA Batteries (4-pack),2.691,3,2.99,4/26/2019,689 7th St,Dallas,TX,75001,8.97
177161,Wired Headphones,10.791,5,11.99,4/3/2019,243 Pine St,San Francisco,CA,94016,59.95
177162,Bose SoundSport Headphones,89.991,5,99.99,4/22/2019,18 Main St,Los Angeles,CA,90001,499.95
177163,Wired Headphones,10.791,2,11.99,4/19/2019,579 14th St,San Francisco,CA,94016,23.98
177164,Lightning Charging Cable,13.455,2,14.95,4/18/2019,877 Hill St,Los Angeles,CA,90001,29.9
177165,Wired Headphones,10.791,2,11.99,4/18/2019,435 Highland St,San Francisco,CA,94016,23.98
177166,Wired Headphones,10.791,5,11.99,4/4/2019,375 13th St,Boston,MA,2215,59.95
177167,iPhone,630,1,700,4/28/2019,39 Lakeview St,Boston,MA,2215,700
177167,Apple Airpods Headphones,135,3,150,4/28/2019,39 Lakeview St,Boston,MA,2215,450
177167,AAA Batteries (4-pack),2.691,2,2.99,4/28/2019,39 Lakeview St,Boston,MA,2215,5.98
177168,Google Phone,540,3,600,4/12/2019,306 Jackson St,New York City,NY,10001,1800
177169,27in FHD Monitor,134.991,1,149.99,4/23/2019,856 9th St,Portland,OR,97035,149.99
177170,USB-C Charging Cable,10.755,1,11.95,4/21/2019,756 10th St,San Francisco,CA,94016,11.95
177171,Vareebadd Phone,360,3,400,4/6/2019,550 Walnut St,San Francisco,CA,94016,1200
177172,Bose SoundSport Headphones,89.991,4,99.99,4/28/2019,872 13th St,New York City,NY,10001,399.96
177173,Lightning Charging Cable,13.455,5,14.95,4/25/2019,396 Sunset St,Los Angeles,CA,90001,74.75
177174,AAA Batteries (4-pack),2.691,4,2.99,4/12/2019,431 Walnut St,Los Angeles,CA,90001,11.96
177175,Macbook Pro Laptop,1530,2,1700,4/11/2019,603 Lake St,Los Angeles,CA,90001,3400
177176,USB-C Charging Cable,10.755,1,11.95,4/1/2019,5 Center St,Dallas,TX,75001,11.95
177177,AA Batteries (4-pack),3.456,2,3.84,4/8/2019,182 12th St,San Francisco,CA,94016,7.68
177178,iPhone,630,5,700,4/7/2019,342 Dogwood St,Seattle,WA,98101,3500
177178,Lightning Charging Cable,13.455,4,14.95,4/7/2019,342 Dogwood St,Seattle,WA,98101,59.8
177179,Lightning Charging Cable,13.455,1,14.95,4/15/2019,225 Pine St,Austin,TX,73301,14.95
177180,USB-C Charging Cable,10.755,3,11.95,4/18/2019,679 Jackson St,Dallas,TX,75001,35.85
177181,Wired Headphones,10.791,4,11.99,4/9/2019,309 8th St,Los Angeles,CA,90001,47.96
177181,Apple Airpods Headphones,135,3,150,4/9/2019,309 8th St,Los Angeles,CA,90001,450
177182,Macbook Pro Laptop,1530,5,1700,4/10/2019,332 10th St,Los Angeles,CA,90001,8500
177182,ThinkPad Laptop,899.991,5,999.99,4/10/2019,332 10th St,Los Angeles,CA,90001,4999.95
177183,Wired Headphones,10.791,1,11.99,4/3/2019,973 Lincoln St,Boston,MA,2215,11.99
177184,AA Batteries (4-pack),3.456,2,3.84,4/1/2019,289 Hill St,Atlanta,GA,30301,7.68
177184,Flatscreen TV,270,4,300,4/1/2019,289 Hill St,Atlanta,GA,30301,1200
177185,Lightning Charging Cable,13.455,4,14.95,4/8/2019,985 11th St,Dallas,TX,75001,59.8
177186,Bose SoundSport Headphones,89.991,2,99.99,4/11/2019,879 Ridge St,Austin,TX,73301,199.98
177187,Google Phone,540,2,600,4/4/2019,600 1st St,Seattle,WA,98101,1200
177188,AAA Batteries (4-pack),2.691,5,2.99,4/29/2019,281 Lake St,Los Angeles,CA,90001,14.95
177189,Bose SoundSport Headphones,89.991,2,99.99,4/4/2019,346 7th St,Dallas,TX,75001,199.98
177190,Lightning Charging Cable,13.455,4,14.95,4/5/2019,403 Lake St,San Francisco,CA,94016,59.8
177191,Bose SoundSport Headphones,89.991,1,99.99,4/26/2019,276 Cherry St,San Francisco,CA,94016,99.99
177192,AAA Batteries (4-pack),2.691,4,2.99,4/16/2019,847 1st St,Los Angeles,CA,90001,11.96
177193,Apple Airpods Headphones,135,1,150,4/24/2019,333 Park St,San Francisco,CA,94016,150
177194,Lightning Charging Cable,13.455,5,14.95,4/10/2019,477 Wilson St,Austin,TX,73301,74.75
177195,AA Batteries (4-pack),3.456,5,3.84,4/25/2019,598 Spruce St,San Francisco,CA,94016,19.2
177196,Apple Airpods Headphones,135,1,150,4/3/2019,193 1st St,San Francisco,CA,94016,150
177197,ThinkPad Laptop,899.991,2,999.99,4/17/2019,654 River St,New York City,NY,10001,1999.98
177198,Vareebadd Phone,360,2,400,4/6/2019,154 6th St,New York City,NY,10001,800
177198,USB-C Charging Cable,10.755,4,11.95,4/6/2019,154 6th St,New York City,NY,10001,47.8
177199,iPhone,630,5,700,4/21/2019,640 Hill St,Austin,TX,73301,3500
177200,AAA Batteries (4-pack),2.691,3,2.99,4/19/2019,419 4th St,Los Angeles,CA,90001,8.97
177201,USB-C Charging Cable,10.755,2,11.95,4/26/2019,505 River St,Los Angeles,CA,90001,23.9
177201,Lightning Charging Cable,13.455,3,14.95,4/26/2019,505 River St,Los Angeles,CA,90001,44.85
177202,USB-C Charging Cable,10.755,1,11.95,4/8/2019,828 Washington St,Atlanta,GA,30301,11.95
177203,27in FHD Monitor,134.991,1,149.99,4/13/2019,585 2nd St,Austin,TX,73301,149.99
177204,Lightning Charging Cable,13.455,4,14.95,4/24/2019,887 Johnson St,Austin,TX,73301,59.8
177205,AA Batteries (4-pack),3.456,3,3.84,4/18/2019,927 Hill St,San Francisco,CA,94016,11.52
177206,Apple Airpods Headphones,135,5,150,4/14/2019,307 Washington St,New York City,NY,10001,750
177207,USB-C Charging Cable,10.755,4,11.95,4/3/2019,44 Cedar St,Dallas,TX,75001,47.8
177208,Vareebadd Phone,360,2,400,4/30/2019,164 2nd St,Austin,TX,73301,800
177209,Lightning Charging Cable,13.455,5,14.95,4/22/2019,799 Chestnut St,New York City,NY,10001,74.75
177210,AA Batteries (4-pack),3.456,1,3.84,4/21/2019,462 Elm St,Boston,MA,2215,3.84
177211,AA Batteries (4-pack),3.456,5,3.84,4/29/2019,107 Chestnut St,New York City,NY,10001,19.2
177212,Lightning Charging Cable,13.455,4,14.95,4/10/2019,561 Madison St,Portland,OR,97035,59.8
177213,iPhone,630,4,700,4/25/2019,756 Lincoln St,Dallas,TX,75001,2800
177213,Lightning Charging Cable,13.455,5,14.95,4/25/2019,756 Lincoln St,Dallas,TX,75001,74.75
177214,AAA Batteries (4-pack),2.691,5,2.99,4/9/2019,616 9th St,Seattle,WA,98101,14.95
177215,Bose SoundSport Headphones,89.991,2,99.99,4/10/2019,67 13th St,Seattle,WA,98101,199.98
177216,Macbook Pro Laptop,1530,3,1700,4/25/2019,712 12th St,Atlanta,GA,30301,5100
177217,Macbook Pro Laptop,1530,1,1700,4/15/2019,262 Willow St,New York City,NY,10001,1700
177218,Wired Headphones,10.791,1,11.99,4/18/2019,222 River St,New York City,NY,10001,11.99
177219,AA Batteries (4-pack),3.456,1,3.84,4/1/2019,380 Jefferson St,Seattle,WA,98101,3.84
177220,Wired Headphones,10.791,1,11.99,4/2/2019,244 Elm St,New York City,NY,10001,11.99
177221,34in Ultrawide Monitor,341.991,4,379.99,4/12/2019,5 Hickory St,San Francisco,CA,94016,1519.96
177222,AA Batteries (4-pack),3.456,4,3.84,4/20/2019,287 13th St,New York City,NY,10001,15.36
177223,27in 4K Gaming Monitor,350.991,2,389.99,4/13/2019,202 12th St,San Francisco,CA,94016,779.98
177224,Lightning Charging Cable,13.455,4,14.95,4/7/2019,151 5th St,Atlanta,GA,30301,59.8
177225,ThinkPad Laptop,899.991,2,999.99,4/5/2019,399 Church St,San Francisco,CA,94016,1999.98
177226,Lightning Charging Cable,13.455,5,14.95,4/25/2019,884 Jackson St,Los Angeles,CA,90001,74.75
177227,AA Batteries (4-pack),3.456,5,3.84,4/12/2019,544 11th St,Seattle,WA,98101,19.2
177228,Google Phone,540,5,600,4/17/2019,233 South St,Dallas,TX,75001,3000
177228,AA Batteries (4-pack),3.456,2,3.84,4/17/2019,233 South St,Dallas,TX,75001,7.68
177229,27in 4K Gaming Monitor,350.991,1,389.99,4/12/2019,877 Walnut St,Seattle,WA,98101,389.99
177230,iPhone,630,4,700,4/6/2019,16 River St,Portland,ME,4101,2800
177231,USB-C Charging Cable,10.755,1,11.95,4/10/2019,508 Johnson St,Austin,TX,73301,11.95
177232,Wired Headphones,10.791,5,11.99,4/7/2019,597 Jefferson St,San Francisco,CA,94016,59.95
177233,Google Phone,540,4,600,4/25/2019,622 7th St,Portland,ME,4101,2400
177234,Lightning Charging Cable,13.455,4,14.95,4/10/2019,664 7th St,Atlanta,GA,30301,59.8
177235,AA Batteries (4-pack),3.456,1,3.84,4/1/2019,369 9th St,Dallas,TX,75001,3.84
177236,Flatscreen TV,270,3,300,4/25/2019,388 2nd St,Los Angeles,CA,90001,900
177237,AA Batteries (4-pack),3.456,1,3.84,4/6/2019,108 Center St,New York City,NY,10001,3.84
177238,AA Batteries (4-pack),3.456,4,3.84,4/25/2019,966 Lake St,San Francisco,CA,94016,15.36
177239,iPhone,630,2,700,4/13/2019,336 Maple St,San Francisco,CA,94016,1400
177240,27in FHD Monitor,134.991,1,149.99,4/13/2019,226 Washington St,Los Angeles,CA,90001,149.99
177241,Lightning Charging Cable,13.455,2,14.95,4/3/2019,999 North St,Dallas,TX,75001,29.9
177242,USB-C Charging Cable,10.755,5,11.95,4/12/2019,354 Center St,New York City,NY,10001,59.75
177243,AAA Batteries (4-pack),2.691,4,2.99,4/29/2019,287 North St,Los Angeles,CA,90001,11.96
177244,USB-C Charging Cable,10.755,5,11.95,4/3/2019,993 12th St,Los Angeles,CA,90001,59.75
177245,Lightning Charging Cable,13.455,5,14.95,4/12/2019,472 Sunset St,San Francisco,CA,94016,74.75
177246,AA Batteries (4-pack),3.456,2,3.84,4/19/2019,768 Jefferson St,Seattle,WA,98101,7.68
177247,20in Monitor,98.991,2,109.99,4/5/2019,613 7th St,Los Angeles,CA,90001,219.98
177248,Lightning Charging Cable,13.455,2,14.95,4/5/2019,597 Maple St,San Francisco,CA,94016,29.9
177249,AA Batteries (4-pack),3.456,1,3.84,4/14/2019,61 Adams St,Atlanta,GA,30301,3.84
177250,Apple Airpods Headphones,135,3,150,4/29/2019,586 Jackson St,Dallas,TX,75001,450
177251,Lightning Charging Cable,13.455,1,14.95,4/18/2019,580 Lincoln St,Austin,TX,73301,14.95
177252,Lightning Charging Cable,13.455,3,14.95,4/14/2019,904 Chestnut St,San Francisco,CA,94016,44.85
177253,Apple Airpods Headphones,135,4,150,4/5/2019,456 Cherry St,San Francisco,CA,94016,600
177254,AA Batteries (4-pack),3.456,4,3.84,4/21/2019,689 Cherry St,Boston,MA,2215,15.36
177254,AAA Batteries (4-pack),2.691,1,2.99,4/21/2019,689 Cherry St,Boston,MA,2215,2.99
177255,USB-C Charging Cable,10.755,2,11.95,4/8/2019,695 Hill St,Boston,MA,2215,23.9
177256,Bose SoundSport Headphones,89.991,2,99.99,4/28/2019,789 11th St,San Francisco,CA,94016,199.98
177256,AA Batteries (4-pack),3.456,4,3.84,4/28/2019,789 11th St,San Francisco,CA,94016,15.36
177257,AA Batteries (4-pack),3.456,2,3.84,4/27/2019,317 Hill St,Portland,OR,97035,7.68
177258,Lightning Charging Cable,13.455,2,14.95,4/2/2019,272 10th St,Dallas,TX,75001,29.9
177259,34in Ultrawide Monitor,341.991,5,379.99,4/8/2019,176 Hill St,New York City,NY,10001,1899.95
177260,Bose SoundSport Headphones,89.991,3,99.99,4/10/2019,288 Jackson St,Atlanta,GA,30301,299.97
177261,34in Ultrawide Monitor,341.991,4,379.99,4/16/2019,804 8th St,Boston,MA,2215,1519.96
177262,USB-C Charging Cable,10.755,4,11.95,4/3/2019,804 Johnson St,Portland,OR,97035,47.8
177263,27in 4K Gaming Monitor,350.991,2,389.99,4/29/2019,70 Johnson St,San Francisco,CA,94016,779.98
177264,AAA Batteries (4-pack),2.691,5,2.99,4/5/2019,236 9th St,Austin,TX,73301,14.95
177265,Bose SoundSport Headphones,89.991,3,99.99,4/28/2019,164 Hickory St,San Francisco,CA,94016,299.97
177266,AA Batteries (4-pack),3.456,1,3.84,4/21/2019,251 Highland St,New York City,NY,10001,3.84
177267,Bose SoundSport Headphones,89.991,5,99.99,4/23/2019,410 Hill St,Atlanta,GA,30301,499.95
177268,AAA Batteries (4-pack),2.691,2,2.99,4/1/2019,985 Main St,New York City,NY,10001,5.98
177269,AAA Batteries (4-pack),2.691,5,2.99,4/16/2019,460 2nd St,Dallas,TX,75001,14.95
177270,Google Phone,540,3,600,4/22/2019,518 North St,Los Angeles,CA,90001,1800
177271,AA Batteries (4-pack),3.456,1,3.84,4/21/2019,832 Adams St,New York City,NY,10001,3.84
177272,Lightning Charging Cable,13.455,1,14.95,4/23/2019,195 South St,Boston,MA,2215,14.95
177273,USB-C Charging Cable,10.755,5,11.95,4/17/2019,351 4th St,San Francisco,CA,94016,59.75
177274,AA Batteries (4-pack),3.456,3,3.84,4/23/2019,559 Washington St,Seattle,WA,98101,11.52
177275,AA Batteries (4-pack),3.456,5,3.84,4/22/2019,542 14th St,Boston,MA,2215,19.2
177276,AA Batteries (4-pack),3.456,1,3.84,4/29/2019,519 13th St,New York City,NY,10001,3.84
177277,Wired Headphones,10.791,1,11.99,4/2/2019,467 Elm St,San Francisco,CA,94016,11.99
177278,AA Batteries (4-pack),3.456,4,3.84,4/19/2019,936 Maple St,Boston,MA,2215,15.36
177279,27in 4K Gaming Monitor,350.991,1,389.99,4/22/2019,235 Church St,Dallas,TX,75001,389.99
177280,Lightning Charging Cable,13.455,3,14.95,4/16/2019,23 Madison St,San Francisco,CA,94016,44.85
177281,27in FHD Monitor,134.991,4,149.99,4/29/2019,524 Hickory St,Atlanta,GA,30301,599.96
177282,Wired Headphones,10.791,4,11.99,4/8/2019,710 7th St,Los Angeles,CA,90001,47.96
177283,USB-C Charging Cable,10.755,3,11.95,4/4/2019,874 Maple St,San Francisco,CA,94016,35.85
177284,Bose SoundSport Headphones,89.991,3,99.99,4/18/2019,593 Church St,Boston,MA,2215,299.97
177285,20in Monitor,98.991,4,109.99,4/2/2019,947 Hickory St,San Francisco,CA,94016,439.96
177286,AAA Batteries (4-pack),2.691,3,2.99,4/5/2019,545 5th St,New York City,NY,10001,8.97
177287,AA Batteries (4-pack),3.456,3,3.84,4/18/2019,463 Hill St,San Francisco,CA,94016,11.52
177288,USB-C Charging Cable,10.755,5,11.95,4/3/2019,102 Center St,San Francisco,CA,94016,59.75
177289,Lightning Charging Cable,13.455,5,14.95,4/4/2019,441 Lakeview St,Dallas,TX,75001,74.75
177290,27in FHD Monitor,134.991,3,149.99,4/5/2019,37 Sunset St,San Francisco,CA,94016,449.97
177291,Apple Airpods Headphones,135,5,150,4/24/2019,172 Lincoln St,New York City,NY,10001,750
177292,Wired Headphones,10.791,2,11.99,4/11/2019,76 Jefferson St,Los Angeles,CA,90001,23.98
177293,AA Batteries (4-pack),3.456,3,3.84,4/20/2019,223 2nd St,New York City,NY,10001,11.52
177294,Lightning Charging Cable,13.455,4,14.95,4/21/2019,573 Madison St,Austin,TX,73301,59.8
177295,AAA Batteries (4-pack),2.691,5,2.99,4/25/2019,736 1st St,Boston,MA,2215,14.95
177296,Lightning Charging Cable,13.455,4,14.95,4/5/2019,846 Meadow St,New York City,NY,10001,59.8
177297,Apple Airpods Headphones,135,5,150,4/21/2019,4 Cherry St,Boston,MA,2215,750
177298,34in Ultrawide Monitor,341.991,5,379.99,4/13/2019,173 1st St,New York City,NY,10001,1899.95
177299,AAA Batteries (4-pack),2.691,1,2.99,4/30/2019,555 2nd St,Portland,ME,4101,2.99
177300,20in Monitor,98.991,5,109.99,4/3/2019,276 Lincoln St,Los Angeles,CA,90001,549.95
177300,Apple Airpods Headphones,135,4,150,4/3/2019,276 Lincoln St,Los Angeles,CA,90001,600
177301,AA Batteries (4-pack),3.456,5,3.84,4/4/2019,102 Chestnut St,Los Angeles,CA,90001,19.2
177302,27in FHD Monitor,134.991,5,149.99,4/30/2019,560 Sunset St,Los Angeles,CA,90001,749.95
177303,Wired Headphones,10.791,3,11.99,4/1/2020,890 Jefferson St,Boston,MA,2215,35.97
177304,Lightning Charging Cable,13.455,4,14.95,4/27/2020,181 Dogwood St,Los Angeles,CA,90001,59.8
177305,20in Monitor,98.991,4,109.99,4/19/2020,164 Pine St,Seattle,WA,98101,439.96
177306,20in Monitor,98.991,5,109.99,4/2/2020,171 Chestnut St,Portland,ME,4101,549.95
177307,Wired Headphones,10.791,3,11.99,4/24/2020,380 Cedar St,Austin,TX,73301,35.97
177308,AA Batteries (4-pack),3.456,5,3.84,4/5/2020,944 Washington St,Boston,MA,2215,19.2
177309,27in 4K Gaming Monitor,350.991,3,389.99,4/3/2020,980 Hickory St,New York City,NY,10001,1169.97
177310,iPhone,630,2,700,4/29/2020,68 Chestnut St,Los Angeles,CA,90001,1400
177311,Lightning Charging Cable,13.455,3,14.95,4/25/2020,782 South St,Dallas,TX,75001,44.85
177312,AA Batteries (4-pack),3.456,2,3.84,4/22/2020,455 North St,San Francisco,CA,94016,7.68
177313,Macbook Pro Laptop,1530,3,1700,4/11/2020,317 Madison St,San Francisco,CA,94016,5100
177314,Apple Airpods Headphones,135,5,150,4/18/2020,462 Lincoln St,Seattle,WA,98101,750
177315,27in FHD Monitor,134.991,1,149.99,4/4/2020,121 Walnut St,Seattle,WA,98101,149.99
177316,iPhone,630,3,700,4/1/2020,454 4th St,Dallas,TX,75001,2100
177317,AAA Batteries (4-pack),2.691,5,2.99,4/18/2020,49 Cedar St,San Francisco,CA,94016,14.95
177318,iPhone,630,1,700,4/10/2020,484 10th St,New York City,NY,10001,700
177319,USB-C Charging Cable,10.755,4,11.95,4/9/2020,650 14th St,Los Angeles,CA,90001,47.8
177320,Flatscreen TV,270,1,300,4/3/2020,162 North St,San Francisco,CA,94016,300
177321,27in 4K Gaming Monitor,350.991,5,389.99,4/19/2020,115 Wilson St,Los Angeles,CA,90001,1949.95
177322,USB-C Charging Cable,10.755,5,11.95,4/28/2020,652 Lakeview St,Seattle,WA,98101,59.75
177323,Lightning Charging Cable,13.455,1,14.95,4/12/2020,584 Jackson St,Seattle,WA,98101,14.95
177324,Wired Headphones,10.791,2,11.99,4/2/2020,809 11th St,Atlanta,GA,30301,23.98
177325,Apple Airpods Headphones,135,3,150,4/13/2020,844 12th St,San Francisco,CA,94016,450
177326,Bose SoundSport Headphones,89.991,2,99.99,4/28/2020,847 Cherry St,Los Angeles,CA,90001,199.98
177327,Lightning Charging Cable,13.455,5,14.95,4/21/2020,837 Adams St,Boston,MA,2215,74.75
177328,ThinkPad Laptop,899.991,1,999.99,4/17/2020,857 Ridge St,Boston,MA,2215,999.99
177329,iPhone,630,4,700,4/29/2020,653 Walnut St,Seattle,WA,98101,2800
177330,USB-C Charging Cable,10.755,2,11.95,4/30/2020,698 12th St,San Francisco,CA,94016,23.9
177331,USB-C Charging Cable,10.755,4,11.95,4/10/2020,1 Ridge St,Boston,MA,2215,47.8
177332,Apple Airpods Headphones,135,1,150,4/8/2020,859 5th St,Seattle,WA,98101,150
177333,Apple Airpods Headphones,135,2,150,4/3/2020,689 Madison St,Boston,MA,2215,300
177334,Wired Headphones,10.791,1,11.99,4/19/2020,522 12th St,Atlanta,GA,30301,11.99
177335,Wired Headphones,10.791,4,11.99,4/14/2020,95 South St,New York City,NY,10001,47.96
177336,Apple Airpods Headphones,135,5,150,4/17/2020,159 7th St,Seattle,WA,98101,750
177337,AAA Batteries (4-pack),2.691,2,2.99,4/15/2020,975 Sunset St,Seattle,WA,98101,5.98
177338,Wired Headphones,10.791,3,11.99,4/21/2020,130 4th St,Los Angeles,CA,90001,35.97
177339,Wired Headphones,10.791,1,11.99,4/5/2020,64 Maple St,Portland,OR,97035,11.99
177340,27in 4K Gaming Monitor,350.991,5,389.99,4/8/2020,811 Spruce St,Los Angeles,CA,90001,1949.95
177341,AA Batteries (4-pack),3.456,5,3.84,4/13/2020,822 2nd St,New York City,NY,10001,19.2
177342,Bose SoundSport Headphones,89.991,3,99.99,4/14/2020,451 Pine St,San Francisco,CA,94016,299.97
177343,USB-C Charging Cable,10.755,2,11.95,4/7/2020,221 Walnut St,San Francisco,CA,94016,23.9
177344,Google Phone,540,4,600,4/20/2020,286 Jackson St,Los Angeles,CA,90001,2400
177345,Wired Headphones,10.791,2,11.99,4/12/2020,625 2nd St,New York City,NY,10001,23.98
177346,27in 4K Gaming Monitor,350.991,2,389.99,4/13/2020,593 Spruce St,Los Angeles,CA,90001,779.98
177347,Bose SoundSport Headphones,89.991,4,99.99,4/30/2020,888 Pine St,Atlanta,GA,30301,399.96
177348,Macbook Pro Laptop,1530,1,1700,4/4/2020,972 9th St,Seattle,WA,98101,1700
177349,Lightning Charging Cable,13.455,4,14.95,4/17/2020,163 Forest St,Boston,MA,2215,59.8
177350,Google Phone,540,4,600,4/21/2020,833 Wilson St,Portland,OR,97035,2400
177351,iPhone,630,1,700,4/13/2020,844 6th St,Dallas,TX,75001,700
177352,34in Ultrawide Monitor,341.991,2,379.99,4/30/2020,464 Walnut St,Los Angeles,CA,90001,759.98
177353,Macbook Pro Laptop,1530,1,1700,4/4/2020,654 South St,Portland,OR,97035,1700
177354,Google Phone,540,5,600,4/11/2020,432 Chestnut St,New York City,NY,10001,3000
177355,34in Ultrawide Monitor,341.991,5,379.99,4/7/2020,233 Jefferson St,Seattle,WA,98101,1899.95
177356,27in FHD Monitor,134.991,1,149.99,4/3/2020,69 10th St,New York City,NY,10001,149.99
177357,Wired Headphones,10.791,5,11.99,4/8/2020,139 Pine St,Los Angeles,CA,90001,59.95
177358,AAA Batteries (4-pack),2.691,2,2.99,4/4/2020,159 Cherry St,Boston,MA,2215,5.98
177359,Macbook Pro Laptop,1530,3,1700,4/18/2020,143 Willow St,San Francisco,CA,94016,5100
177360,AAA Batteries (4-pack),2.691,4,2.99,4/29/2020,636 River St,New York City,NY,10001,11.96
177361,AA Batteries (4-pack),3.456,3,3.84,4/26/2020,440 5th St,Boston,MA,2215,11.52
177362,Flatscreen TV,270,2,300,4/13/2020,602 Sunset St,Portland,OR,97035,600
177363,Bose SoundSport Headphones,89.991,4,99.99,4/4/2020,758 Spruce St,Los Angeles,CA,90001,399.96
177364,ThinkPad Laptop,899.991,2,999.99,4/29/2020,938 Forest St,Los Angeles,CA,90001,1999.98
